fileName,klausScore,areaScore,posScore,brisqueScore,shrScore,nrss,g_mssim,Rp,g_entropy,label
7702970561371997782/20180307_a733cc9cb822c60735b93ff309602774_0006.jpeg,2.137909,0.902108,0.939149,0.443482,0.046513,0.015794,0.082991,0.055153,0.008475,0.0
7702970561371997782/20180307_a733cc9cb822c60735b93ff309602774_0005.jpeg,2.152877,0.902108,0.939149,0.45845,0.061149,0.021429,0.087667,0.077389,0.01395,0.0
7702970561371997782/20180307_a733cc9cb822c60735b93ff309602774_0004.jpeg,2.205826,0.902108,0.956128,0.480765,0.053361,0.018372,0.092654,0.063755,0.017793,0.0
7702970561371997782/20180307_a733cc9cb822c60735b93ff309602774_0003.jpeg,2.196387,0.902108,0.939149,0.501959,0.04555,0.016245,0.086073,0.052387,0.012622,0.0
7702970561371997782/20180307_a733cc9cb822c60735b93ff309602774_0002.jpeg,2.269527,0.962998,0.935614,0.467538,0.049312,0.015441,0.0825,0.060564,0.00174,1.0
7702970561371997782/20180307_a733cc9cb822c60735b93ff309602774_0001.jpeg,2.220821,0.961827,0.915415,0.45988,0.053135,0.016581,0.080874,0.067262,0.004686,0.0
7702968739495434855/20180307_e25b8083db996d13cb4b1b34877879f1_0012.jpeg,0.415012,0.0,0.0,0.415012,0.079373,0.043385,0.096303,0.095829,0.366139,0.0
7702968739495434855/20180307_e25b8083db996d13cb4b1b34877879f1_0011.jpeg,0.4191,0.0,0.0,0.4191,0.089017,0.041655,0.090807,0.115703,0.367876,0.0
7702968739495434855/20180307_e25b8083db996d13cb4b1b34877879f1_0010.jpeg,0.401231,0.0,0.0,0.401231,0.048881,0.022261,0.086086,0.054995,0.366932,0.0
7702968739495434855/20180307_e25b8083db996d13cb4b1b34877879f1_0009.jpeg,0.388392,0.0,0.0,0.388392,0.045842,0.021097,0.094466,0.04808,0.36718,0.0
7702968739495434855/20180307_e25b8083db996d13cb4b1b34877879f1_0008.jpeg,0.437519,0.0,0.0,0.437519,0.072427,0.040553,0.094649,0.085228,0.3667,0.0
7702968739495434855/20180307_e25b8083db996d13cb4b1b34877879f1_0007.jpeg,0.397007,0.0,0.0,0.397007,0.058801,0.026422,0.090965,0.069451,0.367871,0.0
7702968739495434855/20180307_e25b8083db996d13cb4b1b34877879f1_0006.jpeg,0.483116,0.0,0.0,0.483116,0.09821,0.07259,0.10422,0.111408,0.361667,0.0
7702968739495434855/20180307_e25b8083db996d13cb4b1b34877879f1_0005.jpeg,0.350088,0.0,0.0,0.350088,0.044592,0.024441,0.078789,0.047738,0.367346,0.0
7702968739495434855/20180307_e25b8083db996d13cb4b1b34877879f1_0004.jpeg,0.394743,0.0,0.0,0.394743,0.06904,0.037118,0.08701,0.082911,0.366726,0.0
7702968739495434855/20180307_e25b8083db996d13cb4b1b34877879f1_0003.jpeg,0.416518,0.0,0.0,0.416518,0.047787,0.019023,0.090341,0.053817,0.363597,0.0
7702968739495434855/20180307_e25b8083db996d13cb4b1b34877879f1_0002.jpeg,0.438903,0.0,0.0,0.438903,0.087496,0.049408,0.096224,0.107168,0.364962,1.0
7702968739495434855/20180307_e25b8083db996d13cb4b1b34877879f1_0001.jpeg,0.337934,0.0,0.0,0.337934,0.035804,0.021119,0.074094,0.034816,0.366746,0.0
7702967515022837950/20180307_bff10c7fade18599e1739d379f256b79_0012.jpeg,0.419313,0.0,0.0,0.419313,0.047609,0.019316,0.111118,0.048224,0.000306,0.0
7702967515022837950/20180307_bff10c7fade18599e1739d379f256b79_0011.jpeg,0.61656,0.0,0.0,0.61656,0.087949,0.048017,0.161672,0.092724,0.001177,0.0
7702967515022837950/20180307_bff10c7fade18599e1739d379f256b79_0010.jpeg,0.557587,0.0,0.0,0.557587,0.074346,0.029808,0.107001,0.091839,0.00252,0.0
7702967515022837950/20180307_bff10c7fade18599e1739d379f256b79_0009.jpeg,0.67055,0.0,0.0,0.67055,0.128951,0.072895,0.268271,0.126858,0.017007,0.0
7702967515022837950/20180307_bff10c7fade18599e1739d379f256b79_0008.jpeg,0.734392,0.0,0.0,0.734392,0.130813,0.075243,0.325677,0.114809,0.041884,0.0
7702967515022837950/20180307_bff10c7fade18599e1739d379f256b79_0007.jpeg,0.482719,0.0,0.0,0.482719,0.094288,0.04724,0.153962,0.106587,0.03711,0.0
7702967515022837950/20180307_bff10c7fade18599e1739d379f256b79_0006.jpeg,1.578025,0.78125,0.642349,0.574355,0.071036,0.028577,0.181292,0.06829,0.02789,0.0
7702967515022837950/20180307_bff10c7fade18599e1739d379f256b79_0005.jpeg,0.0,0.0,0.0,0.201792,0.045419,0.017197,0.017668,0.068394,0.0,0.0
7702967515022837950/20180307_bff10c7fade18599e1739d379f256b79_0004.jpeg,0.44865,0.0,0.0,0.44865,0.039025,0.008086,0.123775,0.035942,0.002207,1.0
7702967515022837950/20180307_bff10c7fade18599e1739d379f256b79_0003.jpeg,0.634976,0.0,0.0,0.634976,0.121324,0.02774,0.315274,0.127316,0.02099,0.0
7702967515022837950/20180307_bff10c7fade18599e1739d379f256b79_0002.jpeg,1.38006,0.78125,0.642349,0.37639,0.113727,0.031849,0.115033,0.1603,0.003411,0.0
7702967515022837950/20180307_bff10c7fade18599e1739d379f256b79_0001.jpeg,0.0,0.0,0.0,-0.147624,0.001667,0.0,0.012347,0.0,0.006576,0.0
7702955956578558926/20180307_b810ae6f0216dd7a60bbe6190ff43e6b_0012.jpeg,0.895367,0.0,0.0,0.895367,0.160082,0.106326,0.349812,0.144299,0.075655,0.0
7702955956578558926/20180307_b810ae6f0216dd7a60bbe6190ff43e6b_0011.jpeg,0.729798,0.0,0.0,0.729798,0.179353,0.135299,0.305089,0.173722,0.301417,0.0
7702955956578558926/20180307_b810ae6f0216dd7a60bbe6190ff43e6b_0010.jpeg,0.695417,0.0,0.0,0.695417,0.182124,0.145365,0.291273,0.176386,0.291908,0.0
7702955956578558926/20180307_b810ae6f0216dd7a60bbe6190ff43e6b_0009.jpeg,0.771563,0.0,0.0,0.771563,0.156221,0.104865,0.307013,0.148621,0.267925,0.0
7702955956578558926/20180307_b810ae6f0216dd7a60bbe6190ff43e6b_0008.jpeg,0.7613,0.0,0.0,0.7613,0.122449,0.057097,0.21189,0.137924,0.072611,0.0
7702955956578558926/20180307_b810ae6f0216dd7a60bbe6190ff43e6b_0007.jpeg,2.120817,0.8,0.920747,0.647622,0.124032,0.061976,0.221419,0.135669,0.004859,0.0
7702955956578558926/20180307_b810ae6f0216dd7a60bbe6190ff43e6b_0006.jpeg,0.837129,0.0,0.0,0.837129,0.186907,0.126087,0.414122,0.165969,0.003535,0.0
7702955956578558926/20180307_b810ae6f0216dd7a60bbe6190ff43e6b_0005.jpeg,2.180446,0.838889,0.917795,0.64059,0.128894,0.063684,0.20642,0.147213,0.000275,1.0
7702955956578558926/20180307_b810ae6f0216dd7a60bbe6190ff43e6b_0004.jpeg,2.389606,0.838889,0.925217,0.837298,0.163541,0.085593,0.313627,0.171345,0.006119,0.0
7702955956578558926/20180307_b810ae6f0216dd7a60bbe6190ff43e6b_0003.jpeg,0.817537,0.0,0.0,0.817537,0.146232,0.093474,0.323962,0.132823,0.018274,0.0
7702955956578558926/20180307_b810ae6f0216dd7a60bbe6190ff43e6b_0002.jpeg,0.856564,0.0,0.0,0.856564,0.165381,0.082733,0.517272,0.126344,0.044746,0.0
7702955956578558926/20180307_b810ae6f0216dd7a60bbe6190ff43e6b_0001.jpeg,0.726024,0.0,0.0,0.726024,0.119024,0.065523,0.28805,0.108177,0.001701,0.0
7702946851336668448/20180307_1da59a1e24e2707a728f320197530b51_0012.jpeg,0.63542,0.0,0.0,0.63542,0.103688,0.053467,0.261121,0.093809,0.025138,0.0
7702946851336668448/20180307_1da59a1e24e2707a728f320197530b51_0011.jpeg,2.14917,0.858333,0.877509,0.64278,0.097079,0.048986,0.255293,0.08579,0.026231,0.0
7702946851336668448/20180307_1da59a1e24e2707a728f320197530b51_0010.jpeg,2.078982,0.858333,0.836356,0.643238,0.113761,0.062472,0.259845,0.107279,0.023881,0.0
7702946851336668448/20180307_1da59a1e24e2707a728f320197530b51_0009.jpeg,0.633276,0.0,0.0,0.633276,0.093884,0.037273,0.249279,0.088165,0.026346,0.0
7702946851336668448/20180307_1da59a1e24e2707a728f320197530b51_0008.jpeg,0.64415,0.0,0.0,0.64415,0.098167,0.047238,0.25851,0.087978,0.04228,0.0
7702946851336668448/20180307_1da59a1e24e2707a728f320197530b51_0007.jpeg,1.9717,0.816667,0.808994,0.650344,0.113042,0.063457,0.276213,0.101389,0.026009,0.0
7702946851336668448/20180307_1da59a1e24e2707a728f320197530b51_0006.jpeg,0.622901,0.0,0.0,0.622901,0.066652,0.026381,0.207806,0.05507,0.027247,1.0
7702946851336668448/20180307_1da59a1e24e2707a728f320197530b51_0005.jpeg,0.63827,0.0,0.0,0.63827,0.098883,0.051133,0.262289,0.086122,0.028737,0.0
7702946851336668448/20180307_1da59a1e24e2707a728f320197530b51_0004.jpeg,0.622259,0.0,0.0,0.622259,0.075551,0.032799,0.222637,0.063934,0.025702,0.0
7702946851336668448/20180307_1da59a1e24e2707a728f320197530b51_0003.jpeg,1.98542,0.816667,0.832952,0.624932,0.107215,0.057904,0.256478,0.098819,0.022858,0.0
7702946851336668448/20180307_1da59a1e24e2707a728f320197530b51_0002.jpeg,1.963602,0.858333,0.797418,0.594701,0.090636,0.04078,0.228937,0.085243,0.024485,0.0
7702946851336668448/20180307_1da59a1e24e2707a728f320197530b51_0001.jpeg,1.975549,0.860417,0.80837,0.584479,0.065993,0.024095,0.195289,0.058252,0.026965,0.0
7702937146808952836/20180307_10ba9d734d9659213252cdca22cd9b34_0012.jpeg,0.544852,0.0,0.0,0.544852,0.07854,0.042997,0.122484,0.08811,3.2e-05,0.0
7702937146808952836/20180307_10ba9d734d9659213252cdca22cd9b34_0011.jpeg,0.541469,0.0,0.0,0.541469,0.115286,0.076125,0.150075,0.129175,0.000306,0.0
7702937146808952836/20180307_10ba9d734d9659213252cdca22cd9b34_0010.jpeg,0.644212,0.0,0.0,0.644212,0.141004,0.097833,0.199109,0.151467,0.001237,0.0
7702937146808952836/20180307_10ba9d734d9659213252cdca22cd9b34_0009.jpeg,0.336684,0.0,0.0,0.336684,0.062757,0.043313,0.119523,0.05996,0.006193,0.0
7702937146808952836/20180307_10ba9d734d9659213252cdca22cd9b34_0008.jpeg,0.419803,0.0,0.0,0.419803,0.071791,0.044117,0.137441,0.071526,0.043022,0.0
7702937146808952836/20180307_10ba9d734d9659213252cdca22cd9b34_0007.jpeg,0.480818,0.0,0.0,0.480818,0.114268,0.078348,0.155574,0.124702,0.087647,0.0
7702937146808952836/20180307_10ba9d734d9659213252cdca22cd9b34_0006.jpeg,0.0,0.0,0.0,0.299382,0.089969,0.04286,0.064276,0.123257,0.193182,0.0
7702937146808952836/20180307_10ba9d734d9659213252cdca22cd9b34_0005.jpeg,0.426994,0.0,0.0,0.426994,0.082287,0.052865,0.124887,0.088681,0.169196,0.0
7702937146808952836/20180307_10ba9d734d9659213252cdca22cd9b34_0004.jpeg,0.419988,0.0,0.0,0.419988,0.084926,0.054508,0.106277,0.097106,0.006045,0.0
7702937146808952836/20180307_10ba9d734d9659213252cdca22cd9b34_0003.jpeg,0.532594,0.0,0.0,0.532594,0.127492,0.086529,0.189586,0.135711,0.004835,0.0
7702937146808952836/20180307_10ba9d734d9659213252cdca22cd9b34_0002.jpeg,0.472721,0.0,0.0,0.472721,0.122394,0.098198,0.139821,0.131975,0.004958,0.0
7702937146808952836/20180307_10ba9d734d9659213252cdca22cd9b34_0001.jpeg,0.367761,0.0,0.0,0.367761,0.101166,0.081208,0.100606,0.112735,0.004304,0.0
7702935929630933472/20180307_27e9c04804e3d0eb0c9eea57f32997f9_0012.jpeg,0.630704,0.0,0.0,0.630704,0.095858,0.044683,0.298361,0.075462,0.035614,0.0
7702935929630933472/20180307_27e9c04804e3d0eb0c9eea57f32997f9_0011.jpeg,0.663451,0.0,0.0,0.663451,0.088092,0.041724,0.313913,0.059219,0.043177,0.0
7702935929630933472/20180307_27e9c04804e3d0eb0c9eea57f32997f9_0010.jpeg,0.671926,0.0,0.0,0.671926,0.136893,0.080132,0.370511,0.112058,0.040173,0.0
7702935929630933472/20180307_27e9c04804e3d0eb0c9eea57f32997f9_0009.jpeg,0.75475,0.0,0.0,0.75475,0.091307,0.055731,0.298891,0.060731,0.038408,0.0
7702935929630933472/20180307_27e9c04804e3d0eb0c9eea57f32997f9_0008.jpeg,0.567667,0.0,0.0,0.567667,0.09269,0.059276,0.393122,0.038085,0.041675,0.0
7702935929630933472/20180307_27e9c04804e3d0eb0c9eea57f32997f9_0007.jpeg,0.602362,0.0,0.0,0.602362,0.124031,0.069131,0.400454,0.087624,0.032857,0.0
7702935929630933472/20180307_27e9c04804e3d0eb0c9eea57f32997f9_0006.jpeg,0.709087,0.0,0.0,0.709087,0.103724,0.068808,0.354113,0.062262,0.037685,0.0
7702935929630933472/20180307_27e9c04804e3d0eb0c9eea57f32997f9_0005.jpeg,0.661661,0.0,0.0,0.661661,0.07882,0.02562,0.259708,0.064889,0.040375,0.0
7702935929630933472/20180307_27e9c04804e3d0eb0c9eea57f32997f9_0004.jpeg,0.530678,0.0,0.0,0.530678,0.050544,0.012685,0.21321,0.032301,0.036702,0.0
7702935929630933472/20180307_27e9c04804e3d0eb0c9eea57f32997f9_0003.jpeg,0.547672,0.0,0.0,0.547672,0.104921,0.066081,0.309846,0.076866,0.041493,0.0
7702935929630933472/20180307_27e9c04804e3d0eb0c9eea57f32997f9_0002.jpeg,0.572854,0.0,0.0,0.572854,0.133137,0.090647,0.27625,0.122345,0.042447,1.0
7702935929630933472/20180307_27e9c04804e3d0eb0c9eea57f32997f9_0001.jpeg,0.685085,0.0,0.0,0.685085,0.11546,0.060911,0.264779,0.11005,0.332334,0.0
7702926230313118820/20180308_7811385d5c6f08512c979c6ddcb36de5_0012.jpeg,0.574285,0.0,0.0,0.574285,0.116819,0.074003,0.277757,0.101838,0.003842,0.0
7702926230313118820/20180308_7811385d5c6f08512c979c6ddcb36de5_0011.jpeg,0.60459,0.0,0.0,0.60459,0.127591,0.07174,0.302843,0.116561,0.012828,0.0
7702926230313118820/20180308_7811385d5c6f08512c979c6ddcb36de5_0010.jpeg,0.603068,0.0,0.0,0.603068,0.113997,0.055006,0.309108,0.099892,0.006956,0.0
7702926230313118820/20180308_7811385d5c6f08512c979c6ddcb36de5_0009.jpeg,0.600171,0.0,0.0,0.600171,0.100013,0.043973,0.299944,0.083035,0.01188,0.0
7702926230313118820/20180308_7811385d5c6f08512c979c6ddcb36de5_0008.jpeg,0.584198,0.0,0.0,0.584198,0.12329,0.063112,0.265012,0.122969,0.011788,0.0
7702926230313118820/20180308_7811385d5c6f08512c979c6ddcb36de5_0007.jpeg,0.662627,0.0,0.0,0.662627,0.120278,0.057786,0.349823,0.099726,0.010188,0.0
7702926230313118820/20180308_7811385d5c6f08512c979c6ddcb36de5_0006.jpeg,0.636434,0.0,0.0,0.636434,0.11829,0.06279,0.328056,0.098588,0.023107,0.0
7702926230313118820/20180308_7811385d5c6f08512c979c6ddcb36de5_0005.jpeg,0.595317,0.0,0.0,0.595317,0.1086,0.050421,0.273114,0.101541,0.011743,0.0
7702926230313118820/20180308_7811385d5c6f08512c979c6ddcb36de5_0004.jpeg,0.586833,0.0,0.0,0.586833,0.134156,0.089829,0.332515,0.110854,0.005064,0.0
7702926230313118820/20180308_7811385d5c6f08512c979c6ddcb36de5_0003.jpeg,0.644258,0.0,0.0,0.644258,0.109406,0.046831,0.293374,0.100088,0.01455,1.0
7702926230313118820/20180308_7811385d5c6f08512c979c6ddcb36de5_0002.jpeg,0.523044,0.0,0.0,0.523044,0.183429,0.179933,0.143669,0.195191,0.102237,0.0
7702926230313118820/20180308_7811385d5c6f08512c979c6ddcb36de5_0001.jpeg,0.366983,0.0,0.0,0.366983,0.183002,0.169513,0.102557,0.210474,0.067152,0.0
7702919554403203093/20180308_7e243d3fd0e815ea3659f4cc9c781e5a_0012.jpeg,0.508061,0.0,0.0,0.508061,0.079696,0.048294,0.161182,0.077679,0.323567,0.0
7702919554403203093/20180308_7e243d3fd0e815ea3659f4cc9c781e5a_0011.jpeg,2.114143,0.865244,0.892893,0.569003,0.078025,0.037936,0.180793,0.07576,0.250417,0.0
7702919554403203093/20180308_7e243d3fd0e815ea3659f4cc9c781e5a_0010.jpeg,0.583998,0.0,0.0,0.583998,0.077304,0.032316,0.204059,0.071956,0.198717,0.0
7702919554403203093/20180308_7e243d3fd0e815ea3659f4cc9c781e5a_0009.jpeg,2.338071,0.914024,0.950019,0.60139,0.083663,0.035506,0.220082,0.07776,0.276247,1.0
7702919554403203093/20180308_7e243d3fd0e815ea3659f4cc9c781e5a_0008.jpeg,2.118619,0.917073,0.860871,0.539656,0.077841,0.032936,0.17849,0.078854,0.207031,0.0
7702919554403203093/20180308_7e243d3fd0e815ea3659f4cc9c781e5a_0007.jpeg,0.708409,0.0,0.0,0.708409,0.10571,0.040081,0.25575,0.106469,0.004453,0.0
7702919554403203093/20180308_7e243d3fd0e815ea3659f4cc9c781e5a_0006.jpeg,0.671923,0.0,0.0,0.671923,0.102729,0.038552,0.234913,0.107039,0.007772,0.0
7702919554403203093/20180308_7e243d3fd0e815ea3659f4cc9c781e5a_0005.jpeg,0.672761,0.0,0.0,0.672761,0.086562,0.033304,0.231043,0.081601,0.00691,0.0
7702919554403203093/20180308_7e243d3fd0e815ea3659f4cc9c781e5a_0004.jpeg,0.666788,0.0,0.0,0.666788,0.093874,0.048368,0.267422,0.077338,0.009043,0.0
7702919554403203093/20180308_7e243d3fd0e815ea3659f4cc9c781e5a_0003.jpeg,0.0,0.0,0.0,0.028113,0.050047,0.004703,0.02949,0.081062,0.00134,0.0
7702919554403203093/20180308_7e243d3fd0e815ea3659f4cc9c781e5a_0002.jpeg,0.648373,0.0,0.0,0.648373,0.088792,0.042931,0.207996,0.085799,0.00559,0.0
7702919554403203093/20180308_7e243d3fd0e815ea3659f4cc9c781e5a_0001.jpeg,0.690689,0.0,0.0,0.690689,0.093401,0.037081,0.238728,0.089986,0.007246,0.0
7702918346726995113/20180308_52a314055b2a575b98de5bce0f160541_0012.jpeg,2.29449,0.85,0.900065,0.764379,0.15792,0.129673,0.270773,0.146398,0.094101,0.0
7702918346726995113/20180308_52a314055b2a575b98de5bce0f160541_0011.jpeg,0.767708,0.0,0.0,0.767708,0.18664,0.121589,0.449209,0.159448,0.356273,0.0
7702918346726995113/20180308_52a314055b2a575b98de5bce0f160541_0010.jpeg,2.344095,0.961111,0.951986,0.514167,0.150443,0.08723,0.135943,0.190206,0.288427,0.0
7702918346726995113/20180308_52a314055b2a575b98de5bce0f160541_0009.jpeg,0.778063,0.0,0.0,0.778063,0.185481,0.133488,0.445323,0.151479,0.347377,0.0
7702918346726995113/20180308_52a314055b2a575b98de5bce0f160541_0008.jpeg,2.551899,0.898611,0.962674,0.821761,0.122656,0.086381,0.335798,0.091114,0.053202,0.0
7702918346726995113/20180308_52a314055b2a575b98de5bce0f160541_0007.jpeg,2.153224,0.957639,0.762261,0.693281,0.109524,0.065987,0.318257,0.083224,0.277781,0.0
7702918346726995113/20180308_52a314055b2a575b98de5bce0f160541_0006.jpeg,0.79635,0.0,0.0,0.79635,0.180255,0.12676,0.455867,0.143243,0.271273,0.0
7702918346726995113/20180308_52a314055b2a575b98de5bce0f160541_0005.jpeg,0.717785,0.0,0.0,0.717785,0.160807,0.110595,0.33683,0.146359,0.362949,1.0
7702918346726995113/20180308_52a314055b2a575b98de5bce0f160541_0004.jpeg,2.308331,0.969444,0.94732,0.471583,0.110576,0.048979,0.158633,0.134059,0.232273,0.0
7702918346726995113/20180308_52a314055b2a575b98de5bce0f160541_0003.jpeg,0.584465,0.0,0.0,0.584465,0.166712,0.115507,0.30441,0.16224,0.366628,0.0
7702918346726995113/20180308_52a314055b2a575b98de5bce0f160541_0002.jpeg,2.248858,0.902083,0.892806,0.638088,0.152826,0.085923,0.252972,0.166562,0.367297,0.0
7702918346726995113/20180308_52a314055b2a575b98de5bce0f160541_0001.jpeg,0.519021,0.0,0.0,0.519021,0.180436,0.105562,0.255354,0.204928,0.365784,0.0
7702906796171118791/20180308_ab0eb8cdeae5a8330d92a0912c0f0ca6_0012.jpeg,0.7336,0.0,0.0,0.7336,0.170917,0.1219,0.346466,0.1559,0.114757,0.0
7702906796171118791/20180308_ab0eb8cdeae5a8330d92a0912c0f0ca6_0011.jpeg,0.536041,0.0,0.0,0.536041,0.120398,0.077144,0.18423,0.129504,0.001556,0.0
7702906796171118791/20180308_ab0eb8cdeae5a8330d92a0912c0f0ca6_0010.jpeg,0.504004,0.0,0.0,0.504004,0.092693,0.045481,0.207378,0.091582,0.057051,0.0
7702906796171118791/20180308_ab0eb8cdeae5a8330d92a0912c0f0ca6_0009.jpeg,0.542159,0.0,0.0,0.542159,0.08193,0.033551,0.180344,0.085481,0.004871,0.0
7702906796171118791/20180308_ab0eb8cdeae5a8330d92a0912c0f0ca6_0008.jpeg,0.481071,0.0,0.0,0.481071,0.117979,0.056089,0.13833,0.14843,0.004809,1.0
7702906796171118791/20180308_ab0eb8cdeae5a8330d92a0912c0f0ca6_0007.jpeg,0.697369,0.0,0.0,0.697369,0.165819,0.113515,0.194545,0.188724,0.004561,0.0
7702906796171118791/20180308_ab0eb8cdeae5a8330d92a0912c0f0ca6_0006.jpeg,0.508191,0.0,0.0,0.508191,0.113523,0.071451,0.186256,0.119766,0.146928,0.0
7702906796171118791/20180308_ab0eb8cdeae5a8330d92a0912c0f0ca6_0005.jpeg,0.584614,0.0,0.0,0.584614,0.098368,0.054553,0.219627,0.093699,0.065644,0.0
7702906796171118791/20180308_ab0eb8cdeae5a8330d92a0912c0f0ca6_0004.jpeg,0.509801,0.0,0.0,0.509801,0.091667,0.039068,0.16061,0.10487,0.003263,0.0
7702906796171118791/20180308_ab0eb8cdeae5a8330d92a0912c0f0ca6_0003.jpeg,0.411198,0.0,0.0,0.411198,0.060242,0.022368,0.121351,0.066934,0.017793,0.0
7702906796171118791/20180308_ab0eb8cdeae5a8330d92a0912c0f0ca6_0002.jpeg,0.416931,0.0,0.0,0.416931,0.027498,0.018323,0.10335,0.014134,0.002572,0.0
7702906796171118791/20180308_ab0eb8cdeae5a8330d92a0912c0f0ca6_0001.jpeg,1.992756,0.75,0.883204,0.66795,0.163688,0.117865,0.285819,0.159954,0.00817,0.0
7702897076790553355/20180308_e58d2613b629dfcbefc5de24619f69ae_0012.jpeg,0.589149,0.0,0.0,0.589149,0.186838,0.115828,0.549091,0.13859,0.063716,0.0
7702897076790553355/20180308_e58d2613b629dfcbefc5de24619f69ae_0011.jpeg,0.534831,0.0,0.0,0.534831,0.209281,0.14778,0.559099,0.15864,0.073576,0.0
7702897076790553355/20180308_e58d2613b629dfcbefc5de24619f69ae_0010.jpeg,0.635371,0.0,0.0,0.635371,0.19593,0.139627,0.532881,0.14547,0.041642,0.0
7702897076790553355/20180308_e58d2613b629dfcbefc5de24619f69ae_0009.jpeg,0.597726,0.0,0.0,0.597726,0.192366,0.124069,0.546085,0.144659,0.045487,0.0
7702897076790553355/20180308_e58d2613b629dfcbefc5de24619f69ae_0008.jpeg,0.563812,0.0,0.0,0.563812,0.181265,0.120028,0.54218,0.127748,0.044762,0.0
7702897076790553355/20180308_e58d2613b629dfcbefc5de24619f69ae_0007.jpeg,0.59772,0.0,0.0,0.59772,0.164866,0.092507,0.553316,0.110961,0.033891,0.0
7702897076790553355/20180308_e58d2613b629dfcbefc5de24619f69ae_0006.jpeg,0.566401,0.0,0.0,0.566401,0.17203,0.109044,0.556134,0.113825,0.032933,0.0
7702897076790553355/20180308_e58d2613b629dfcbefc5de24619f69ae_0005.jpeg,0.572765,0.0,0.0,0.572765,0.148693,0.077591,0.488316,0.106053,0.05954,0.0
7702897076790553355/20180308_e58d2613b629dfcbefc5de24619f69ae_0004.jpeg,0.528388,0.0,0.0,0.528388,0.195176,0.143923,0.530682,0.142178,0.048116,0.0
7702897076790553355/20180308_e58d2613b629dfcbefc5de24619f69ae_0003.jpeg,0.592557,0.0,0.0,0.592557,0.158251,0.090545,0.520926,0.108007,0.052048,0.0
7702897076790553355/20180308_e58d2613b629dfcbefc5de24619f69ae_0002.jpeg,0.554499,0.0,0.0,0.554499,0.178483,0.111287,0.498623,0.138388,0.075089,0.0
7702897076790553355/20180308_e58d2613b629dfcbefc5de24619f69ae_0001.jpeg,0.667026,0.0,0.0,0.667026,0.141164,0.083516,0.314968,0.13152,0.348563,1.0
7702894036256529660/20180308_8545140187ddb2ec290b7c557d36f35e_0012.jpeg,2.208951,0.952083,0.875753,0.541372,0.082351,0.036233,0.184554,0.083678,0.305844,0.0
7702894036256529660/20180308_8545140187ddb2ec290b7c557d36f35e_0011.jpeg,0.508299,0.0,0.0,0.508299,0.093363,0.046644,0.160862,0.103551,0.355671,0.0
7702894036256529660/20180308_8545140187ddb2ec290b7c557d36f35e_0010.jpeg,0.43185,0.0,0.0,0.43185,0.073265,0.027054,0.178787,0.07383,0.361772,0.0
7702894036256529660/20180308_8545140187ddb2ec290b7c557d36f35e_0009.jpeg,0.501084,0.0,0.0,0.501084,0.089698,0.039912,0.150141,0.103377,0.131049,0.0
7702894036256529660/20180308_8545140187ddb2ec290b7c557d36f35e_0008.jpeg,1.828368,0.78125,0.858237,0.487373,0.124571,0.068091,0.142041,0.15263,0.323196,1.0
